MovieId;TitleMovieLens;TitleIMDB;Date
208;Waterworld;Waterworld;1995
209;WhiteMansBurden;White Mans Burden;1995
210;WildBill;Wild Bill;1995
211;BrowningVersionThe;Browning Version The;1994
212;Bushwhacked;Bushwhacked I;1995
213;BurntBytheSunUtomlyonnyesolntsem;Utomlyonnyesolntsem;1994
214;BeforetheRainPreddozhdot;Beforethe Rain;1994
215;BeforeSunrise;Before Sunrise;1995
216;BillyMadison;Billy Madison;1995
217;BabysitterThe;Babysitter The;1995
218;BoysontheSide;Boysonthe Side;1995
219;CureThe;Cure The;1995
220;CastleFreak;Castle Freak;1995
222;CircleofFriends;Circleof Friends;1995
223;Clerks;Clerks;1994
224;DonJuanDeMarco;Don Juan De Marco;1995
225;Disclosure;Disclosure;1994
226;DreamMan;Dream Man V;1995
227;DropZone;Drop Zone;1994
228;DestinyTurnsontheRadio;Destiny Turnsonthe Radio;1995
229;DeathandtheMaiden;Deathandthe Maiden;1994
230;DoloresClaiborne;Dolores Claiborne;1995
231;DumbDumber;Dumb Dumber;1994
232;EatDrinkManWoman;Yinshinannu;1994
233;Exotica;Exotica;1994
234;ExittoEden;Exitto Eden;1994
235;EdWood;Ed Wood;1994
236;FrenchKiss;French Kiss;1995
237;ForgetParis;Forget Paris;1995
238;FarFromHomeTheAdventuresofYellowDog;Farfrom Home The Adventuresof Yellow Dog;1995
239;GoofyMovieA;Goofy Movie A;1995
240;Hideaway;Hideaway;1995
241;Fluke;Fluke;1995
242;Farinelliilcastrato;Farinelli;1994
243;Gordy;Gordy;1995
244;GumbyTheMovie;Gumby The Movie;1995
245;GlassShieldThe;Glass Shield The;1994
246;HoopDreams;Hoop Dreams;1994
247;HeavenlyCreatures;Heavenly Creatures;1994
248;Houseguest;Houseguest;1995
249;ImmortalBeloved;Immortal Beloved;1994
250;Heavyweights;Heavy Weights;1995
251;HuntedThe;Hunted The;1995
252;IQ;I Q;1994
253;InterviewwiththeVampire;Interviewwiththe Vampire The Vampire Chronicles;1994
254;JeffersoninParis;Jeffersonin Paris;1995
255;JerkyBoysThe;Jerky Boys The;1995
256;Junior;Junior;1994
257;JustCause;Just Cause;1995
258;KidinKingArthursCourtA;Kidin King Arthurs Court A;1995
259;KissofDeath;Kissof Death I;1995
260;StarWarsEpisodeIVANewHope;Star Wars;1977
261;LittleWomen;Little Women;1994
262;LittlePrincessA;Little Princess A;1995
263;LadybirdLadybird;Ladybird Ladybird;1994
264;EnferL;Enfer L;1994
265;LikeWaterforChocolateComoaguaparachocolate;Comoaguaparachocolate;1992
266;LegendsoftheFall;Legendsofthe Fall;1994
267;MajorPayne;Major Payne;1995
268;LittleOdessa;Little Odessa;1994
269;MyCrazyLifeMividaloca;Mividaloca;1993
270;LoveAffair;Love Affair;1994
271;LosingIsaiah;Losing Isaiah;1995
272;MadnessofKingGeorgeThe;Madnessof King George The;1994
273;MaryShelleysFrankenstein;Frankenstein;1994
274;ManoftheHouse;Manofthe House;1995
275;MixedNuts;Mixed Nuts;1994
276;MilkMoney;Milk Money;1994
277;MiracleonthStreet;Miracleonth Street;1994
278;MiamiRhapsody;Miami Rhapsody;1995
279;MyFamily;My Family;1995
280;MurderintheFirst;Murderinthe First;1995
281;NobodysFool;Nobodys Fool;1994
282;Nell;Nell;1994
283;NewJerseyDrive;New Jersey Drive;1995
284;NewYorkCop;Ny Ykunokoppu;1993
285;BeyondBedlam;Beyond Bedlam;1993
286;NemesisNebula;Nemesis Nebula V;1995
287;NinaTakesaLover;Nina Takesa Lover;1994
288;NaturalBornKillers;Natural Born Killers;1994
289;OnlyYou;Only You;1994
290;OnceWereWarriors;Once Were Warriors;1994
291;PoisonIvyII;Poison Ivy I I;1996
292;Outbreak;Outbreak;1995
293;ProfessionalTheakaLeonTheProfessional;Lon;1994
294;PerezFamilyThe;Perez Family The;1995
295;PyromaniacsLoveStoryA;Pyromaniacs Love Story A;1995
296;PulpFiction;Pulp Fiction;1994
297;Panther;Panther;1995
298;PushingHands;Tuishou;1992
299;Priest;Priest;1994
300;QuizShow;Quiz Show;1994
301;PictureBride;Picture Bride;1994
302;QueenMargotLaReineMargot;Reine Margot La;1994
303;QuickandtheDeadThe;Quickandthe Dead The;1995
304;Roommates;Roommates;1995
305;ReadytoWearPretAPorter;Prt Porter;1994
306;ThreeColorsRed;Troiscouleurs Rouge;1994
307;ThreeColorsBlue;Troiscouleurs Bleu;1993
308;ThreeColorsWhite;Trzykolory Bialy;1994
309;RedFirecrackerGreenFirecracker;Pao Da Shuang Deng;1994
310;RentaKid;Renta Kid T V;1995
311;RelativeFear;Relative Fear;1994
312;StuartSavesHisFamily;Stuart Saves His Family;1995
313;SwanPrincessThe;Swan Princess The;1994
314;SecretofRoanInishThe;Secretof Roan Inish The;1994
315;SpecialistThe;Specialist The;1994
316;Stargate;Stargate;1994
317;SantaClauseThe;Santa Clause The;1994
318;ShawshankRedemptionThe;Shawshank Redemption The;1994
319;ShallowGrave;Shallow Grave;1994
320;Suture;Suture;1993
321;StrawberryandChocolateFresaychocolate;Fresaychocolate;1994
322;SwimmingwithSharks;Swimmingwith Sharks;1994
324;SumofUsThe;Sumof Us The;1994
325;NationalLampoonsSeniorTrip;Senior Trip;1995
326;ToLiveHuozhe;Huozhe;1994
327;TankGirl;Tank Girl;1995
328;TalesFromtheCryptPresentsDemonKnight;Demon Knight;1995
329;StarTrekGenerations;Star Trek Generations;1994
330;TalesfromtheHood;Talesfromthe Hood;1995
331;TomViv;Tom Viv;1994
332;VillageoftheDamned;Villageofthe Damned;1995
333;TommyBoy;Tommy Boy;1995
334;VanyaonndStreet;Vanyaonnd Street;1994
335;UnderneathThe;Underneath;1995
336;WalkingDeadThe;Walking Dead The;1995
337;WhatsEatingGilbertGrape;Whats Eating Gilbert Grape;1993
338;Virtuosity;Virtuosity;1995
339;WhileYouWereSleeping;While You Were Sleeping;1995
340;WarThe;War The;1994
341;DoubleHappiness;Double Happiness;1994
342;MurielsWedding;Muriels Wedding;1994
343;BabySittersClubThe;Baby Sitters Club The;1995
344;AceVenturaPetDetective;Ace Ventura Pet Detective;1994
345;AdventuresofPriscillaQueenoftheDesertThe;Adventuresof Priscilla Queenofthe Desert The;1994
346;Backbeat;Backbeat;1994
347;BitterMoon;Bitter Moon;1992
348;BulletsOverBroadway;Bullets Over Broadway;1994
349;ClearandPresentDanger;Clearand Present Danger;1994
350;ClientThe;Client The;1994
351;CorrinaCorrina;Corrina Corrina;1994
352;Crooklyn;Crooklyn;1994
353;CrowThe;Crow The;1994
354;Cobb;Cobb;1994
355;FlintstonesThe;Flintstones The;1994
356;ForrestGump;Forrest Gump;1994
357;FourWeddingsandaFuneral;Four Weddingsanda Funeral;1994
358;HigherLearning;Higher Learning;1995
359;ILikeItLikeThat;I Like It Like That;1994
360;ILoveTrouble;I Love Trouble;1994
361;ItCouldHappentoYou;It Could Happento You;1994
362;JungleBookThe;Jungle Book The;1994
363;WonderfulHorribleLifeofLeniRiefenstahlTheDieMachtderBilder;Machtder Bilder Leni Riefenstahl Die;1993
364;LionKingThe;Lion King The;1994
365;LittleBuddha;Little Buddha;1993
366;WesCravensNewNightmare;New Nightmare;1994
367;MaskThe;Mask The;1994
368;Maverick;Maverick;1994
369;MrsParkerandtheViciousCircle;Mrs Parkerandthe Vicious Circle;1994
370;NakedGunTheFinalInsult;Naked Gun The Final Insult;1994
371;PaperThe;Paper The;1994
372;RealityBites;Reality Bites;1994
373;RedRockWest;Red Rock West;1992
374;RichieRich;Rihie Rih;1994
375;SafePassage;Safe Passage;1994
376;RiverWildThe;River Wild The;1994
377;Speed;Speed I;1994
378;Speechless;Speechless;1994
379;Timecop;Timecop;1994
380;TrueLies;True Lies;1994
381;WhenaManLovesaWoman;Whena Man Lovesa Woman;1994
382;Wolf;Wolf;1994
383;WyattEarp;Wyatt Earp;1994
384;BadCompany;Bad Company I;1995
385;ManofNoImportanceA;Manof No Importance A;1994
386;SFW;S F W;1994
387;LowDownDirtyShameA;Low Down Dirty Shame A;1994
388;BoysLife;Boys Life;1995
389;ColonelChabertLe;Colonel Chabert Le;1994
390;FasterPussycatKillKill;Faster Pussycat Kill Kill;1965
391;JasonsLyric;Jasons Lyric;1994
392;SecretAdventuresofTomThumbThe;Secret Adventuresof Tom Thumb The;1993
393;StreetFighter;Street Fighter;1994
394;Coldblooded;Coldblooded;1995
395;DesertWinds;Desert Winds;1995
396;FallTime;Fall Time;1995
397;FearThe;Fear The;1995
398;FrankandOllie;Frankand Ollie;1995
399;GirlintheCadillac;Girlinthe Cadillac;1995
400;Homage;Homage;1995
401;Mirage;Mirage;1995
402;OpenSeason;Open Season;1995
403;TwoCrimes;Doscrmenes;1995
404;BrotherMinisterTheAssassinationofMalcolmX;Brother Minister The Assassinationof Malcolm X;1994
405;HighlanderIIITheSorcerer;Highlander I I I The Sorcerer;1994
406;FederalHill;Federal Hill;1994
407;IntheMouthofMadness;Inthe Mouthof Madness;1995
408;Seconds;Seconds;1994
409;AbovetheRim;Abovethe Rim;1994
410;AddamsFamilyValues;Addams Family Values;1993
411;YouSoCrazy;You So Crazy;1994
412;AgeofInnocenceThe;Ageof Innocence The;1993
413;Airheads;Airheads;1994
414;AirUpThereThe;Air Up There The;1994
415;AnotherStakeout;Another Stakeout;1993
416;BadGirls;Bad Girls I;1994
417;Barcelona;Barcelona;1994
418;BeingHuman;Being Human;1993
419;BeverlyHillbilliesThe;Beverly Hillbillies The;1993
420;BeverlyHillsCopIII;Beverly Hills Cop I I I;1994
421;BlackBeauty;Black Beauty;1994
422;Blink;Blink;1994
423;BlownAway;Blown Away;1994
424;BlueChips;Blue Chips;1994
425;BlueSky;Blue Sky;1994
426;BodySnatchers;Body Snatchers;1993
427;BoxingHelena;Boxing Helena;1993
428;BronxTaleA;Bronx Tale A;1993
429;CabinBoy;Cabin Boy;1994
430;CalendarGirl;Calendar Girl;1993
431;CarlitosWay;Carlitos Way;1993
432;CitySlickersIITheLegendofCurlysGold;City Slickers I I The Legendof Curlys Gold;1994
433;CleanSlate;Clean Slate;1994
434;Cliffhanger;Cliffhanger;1993
435;Coneheads;Coneheads;1993
436;ColorofNight;Colorof Night;1994
437;CopsandRobbersons;Copsand Robbersons;1994
438;CowboyWayThe;Cowboy Way The;1994
439;DangerousGame;Dangerous Game;1993
440;Dave;Dave;1993
441;DazedandConfused;Dazedand Confused;1993
442;DemolitionMan;Demolition Man;1993
443;EndlessSummerThe;Endless Summer The;1994
444;EvenCowgirlsGettheBlues;Even Cowgirls Getthe Blues;1993
445;FatalInstinct;Fatal Instinct;1993
446;FarewellMyConcubine;Bawangbieji;1993
447;FavorThe;Favor The;1994
448;Fearless;Fearless;1993
449;FearofaBlackHat;Fearofa Black Hat;1994
450;WithHonors;With Honors;1994
451;FleshandBone;Fleshand Bone;1993
452;WidowsPeak;Widows Peak;1994
453;ForLoveorMoney;For Loveor Money;1993
454;FirmThe;Firm The;1993
455;FreeWilly;Free Willy;1993
456;Fresh;Fresh;1994
457;FugitiveThe;Fugitive The;1993
458;GeronimoAnAmericanLegend;Geronimo An American Legend;1993
459;GetawayThe;Getaway The;1994
460;GettingEvenwithDad;Getting Evenwith Dad;1994
461;GoFish;Go Fish;1994
462;GoodManinAfricaA;Good Manin Africa A;1994
463;GuiltyasSin;Guiltyas Sin;1993
464;HardTarget;Hard Target;1993
465;HeavenEarth;Heaven Earth;1993
466;HotShotsPartDeux;Hot Shots Part Deux;1993
467;LiveNudeGirls;Live Nude Girls;1995
468;EnglishmanWhoWentUpaHillButCameDownaMountainThe;Englishman Who Went Upa Hill But Came Downa Mountain The;1995
469;HouseoftheSpiritsThe;Houseofthe Spirits The;1993
470;HouseParty;House Party;1994
471;HudsuckerProxyThe;Hudsucker Proxy The;1994
472;IllDoAnything;Ill Do Anything;1994
473;IntheArmyNow;Inthe Army Now;1994
474;IntheLineofFire;Inthe Lineof Fire;1993
475;IntheNameoftheFather;Inthe Nameofthe Father;1993
476;InkwellThe;Inkwell The;1994
477;WhatsLoveGottoDowithIt;Whats Love Gotto Dowith It;1993
478;JimmyHollywood;Jimmy Hollywood;1994
479;JudgmentNight;Judgment Night;1993
480;JurassicPark;Jurassic Park;1993
481;Kalifornia;Kalifornia;1993
482;KillingZoe;Killing Zoe;1994
483;KingoftheHill;Kingofthe Hill;1993
484;Lassie;Lassie;1994
485;LastActionHero;Last Action Hero;1993
486;LifewithMikey;Lifewith Mikey;1993
487;LightningJack;Lightning Jack;1994
488;MButterfly;M Butterfly;1993
489;MadeinAmerica;Madein America;1993
490;Malice;Malice;1993
491;ManWithoutaFaceThe;Man Withouta Face The;1993
492;ManhattanMurderMystery;Manhattan Murder Mystery;1993
493;MenaceIISociety;Menace I I Society;1993
494;ExecutiveDecision;Executive Decision;1996
495;IntheRealmoftheSensesAinocorrida;Ainocorrida;1976
496;WhatHappenedWas;What Happened Was;1994
497;MuchAdoAboutNothing;Much Ado About Nothing;1993
498;MrJones;Mr Jones;1993
499;MrWonderful;Mr Wonderful;1993
500;MrsDoubtfire;Mrs Doubtfire;1993
501;Naked;Naked;1993
502;NextKarateKidThe;Next Karate Kid The;1994
503;NewAgeThe;New Age The;1994
504;NoEscape;No Escape;1994
505;North;North;1994
506;Orlando;Orlando;1992
507;PerfectWorldA;Perfect World A;1993
508;Philadelphia;Philadelphia;1993
509;PianoThe;Piano The;1993
510;PoeticJustice;Poetic Justice;1993
511;ProgramThe;Program The;1993
512;RobertAHeinleinsThePuppetMasters;Puppet Masters The;1994
513;RadiolandMurders;Radioland Murders;1994
514;RefThe;Ref The;1994
515;RemainsoftheDayThe;Remainsofthe Day The;1993
516;RenaissanceMan;Renaissance Man;1994
517;RisingSun;Rising Sun;1993
518;RoadtoWellvilleThe;Roadto Wellville The;1994
519;Robocop;Robo Cop;1993
520;RobinHoodMeninTights;Robin Hood Menin Tights;1993
521;RomeoIsBleeding;Romeo Is Bleeding;1993
522;RomperStomper;Romper Stomper;1992
523;RubyinParadise;Rubyin Paradise;1993
524;Rudy;Rudy;1993
525;SaintofFortWashingtonThe;Saintof Fort Washington The;1993
526;SavageNightsNuitsfauvesLes;Nuitsfauves Les;1992
527;SchindlersList;Schindlers List;1993
528;ScoutThe;Scout The;1994
529;SearchingforBobbyFischer;Searchingfor Bobby Fischer;1993
530;SecondBest;Second Best;1994
531;SecretGardenThe;Secret Garden The;1993
532;SerialMom;Serial Mom;1994
533;ShadowThe;Shadow The;1994
534;Shadowlands;Shadowlands;1993
535;ShortCuts;Short Cuts;1993
536;SimpleTwistofFateA;Simple Twistof Fate A;1994
537;Sirens;Sirens;1994
538;SixDegreesofSeparation;Six Degreesof Separation;1993
539;SleeplessinSeattle;Sleeplessin Seattle;1993
540;Sliver;Sliver;1993
541;BladeRunner;Blade Runner;1982
542;SoninLaw;Sonin Law;1993
543;SoIMarriedanAxeMurderer;So I Marriedan Axe Murderer;1993
544;StrikingDistance;Striking Distance;1993
545;Harlem;Sugar Hill;1994
546;SuperMarioBros;Super Mario Bros;1993
547;SurvivingtheGame;Survivingthe Game;1994
548;TerminalVelocity;Terminal Velocity;1994
549;ThirtyTwoShortFilmsAboutGlennGould;Thirty Two Short Films About Glenn Gould;1993
550;Threesome;Threesome;1994
551;NightmareBeforeChristmasThe;Nightmare Before Christmas The;1993
552;ThreeMusketeersThe;Three Musketeers The;1993
553;Tombstone;Tombstone;1993
554;TrialbyJury;Trialby Jury;1994
555;TrueRomance;True Romance;1993
556;WarRoomThe;War Room The;1993
557;MammaRoma;Mamma Roma;1962
558;PagemasterThe;Pagemaster The;1994
559;ParisFrance;Paris France;1993
560;BeansofEgyptMaineThe;Beansof Egypt Maine The;1994
561;KillerBulletproofHeart;Killer;1994
562;WelcometotheDollhouse;Welcometothe Dollhouse;1995
563;Germinal;Germinal;1993
564;Chasers;Chasers;1994
565;Cronos;Cronos;1993
566;NakedinNewYork;Nakedin New York;1993
567;Kika;Kika;1993
568;BhajiontheBeach;Bhajionthe Beach;1993
569;LittleBigLeague;Little Big League;1994
570;SlingshotTheKdisbellan;Kdisbellan;1993
571;WeddingGiftThe;Wide Eyedand Legless T V;1993
572;ForeignStudent;Foreign Student;1994
573;CiaoProfessoreIosperiamochemelacavo;Iosperiamochemelacavo;1992
574;SpankingtheMonkey;Spankingthe Monkey;1994
575;LittleRascalsThe;Little Rascals The;1994
576;Fausto;Fausto;1993
577;Andre;Andre;1994
578;HourofthePigThe;Hourofthe Pig The;1993
579;ScortaLa;Scorta La;1993
580;PrincessCaraboo;Princess Caraboo;1994
581;CelluloidClosetThe;Celluloid Closet The;1995
582;MetisseCafauLait;Mtisse;1993
583;DearDiaryCaroDiario;Carodiario;1994
584;IDontWanttoTalkAboutItDeesonosehabla;Deesonosehabla;1993
585;BradyBunchMovieThe;Brady Bunch Movie The;1995
586;HomeAlone;Home Alone;1990
587;Ghost;Ghost;1990
588;Aladdin;Aladdin;1992
589;TerminatorJudgmentDay;Terminator Judgment Day;1991
590;DanceswithWolves;Danceswith Wolves;1990
591;ToughandDeadly;Toughand Deadly V;1995
592;Batman;Batman;1989
593;SilenceoftheLambsThe;Silenceofthe Lambs The;1991
594;SnowWhiteandtheSevenDwarfs;Snow Whiteandthe Seven Dwarfs;1937
595;BeautyandtheBeast;Beautyandthe Beast;1991
596;Pinocchio;Pinocchio;1940
597;PrettyWoman;Pretty Woman;1990
598;WindowtoParis;Oknov Parizh;1994
599;WildBunchThe;Wild Bunch The;1969
600;Loveanda;Loveanda;1994
601;WoodenMansBrideTheWuKui;Wukui;1994
602;GreatDayinHarlemA;Great Dayin Harlem A;1994
603;ByeByeLove;Bye Bye Love;1995
604;Criminals;Criminals;1996
605;OneFineDay;One Fine Day;1996
606;CandymanFarewelltotheFlesh;Candyman Farewelltothe Flesh;1995
607;Century;Century;1993
608;Fargo;Fargo;1996
609;HomewardBoundIILostinSanFrancisco;Homeward Bound I I Lostin San Francisco;1996
610;HeavyMetal;Heavy Metal;1981
611;HellraiserBloodline;Hellraiser Bloodline;1996
612;PallbearerThe;Pallbearer The;1996
613;JaneEyre;Jane Eyre;1996
614;Loaded;Loaded;1994
615;BreadandChocolatePaneecioccolata;Paneecioccolata;1973
616;AristocatsThe;Aristo Cats The;1970
617;FlowerofMySecretTheLaFlordeMiSecreto;Flordemisecreto La;1995
618;TwoMuch;Two Much;1995
619;Ed;Ed;1996
620;ScreamofStoneSchreiausStein;Cerro Torre Schreiaus Stein;1991
